CMDLINE c:\users\timog\miniconda3\envs\pr1\python.exe 1bb.py
MEM 149.492188 1542483214.0844
MEM 149.492188 1542483214.1848
MEM 149.492188 1542483214.2852
MEM 149.742188 1542483214.3869
MEM 149.742188 1542483214.4872
MEM 149.742188 1542483214.5874
MEM 149.742188 1542483214.6877
MEM 149.742188 1542483214.7881
MEM 149.742188 1542483214.8884
MEM 149.742188 1542483214.9887
MEM 149.742188 1542483215.0889
MEM 149.742188 1542483215.1892
MEM 149.742188 1542483215.2896
MEM 149.742188 1542483215.3900
MEM 149.742188 1542483215.4903
MEM 149.742188 1542483215.5906
MEM 149.742188 1542483215.6910
MEM 149.742188 1542483215.7913
MEM 149.742188 1542483215.8917
MEM 149.742188 1542483215.9920
MEM 149.742188 1542483216.0924
MEM 149.742188 1542483216.1927
MEM 149.742188 1542483216.2931
MEM 149.742188 1542483216.3935
MEM 149.742188 1542483216.4938
MEM 149.742188 1542483216.5942
MEM 149.742188 1542483216.6945
MEM 149.742188 1542483216.7948
MEM 149.742188 1542483216.8952
MEM 149.742188 1542483216.9955
MEM 149.742188 1542483217.0959
MEM 149.742188 1542483217.1962
MEM 149.742188 1542483217.2966
MEM 149.742188 1542483217.3969
MEM 149.742188 1542483217.4973
MEM 149.742188 1542483217.5976
MEM 149.742188 1542483217.6980
MEM 149.742188 1542483217.7984
MEM 149.742188 1542483217.8987
MEM 149.742188 1542483217.9990
MEM 149.742188 1542483218.0994
MEM 149.742188 1542483218.1997
MEM 149.742188 1542483218.3001
MEM 149.742188 1542483218.4004
MEM 149.742188 1542483218.5008
MEM 149.742188 1542483218.6011
MEM 149.742188 1542483218.7015
MEM 149.742188 1542483218.8019
MEM 149.742188 1542483218.9022
MEM 149.742188 1542483219.0025
MEM 149.742188 1542483219.1029
MEM 149.742188 1542483219.2032
MEM 149.742188 1542483219.3036
MEM 149.742188 1542483219.4040
MEM 149.742188 1542483219.5043
MEM 149.742188 1542483219.6047
MEM 149.742188 1542483219.7050
MEM 149.742188 1542483219.8053
MEM 149.742188 1542483219.9057
MEM 149.753906 1542483220.0060
MEM 149.753906 1542483220.1063
MEM 149.753906 1542483220.2067
MEM 149.753906 1542483220.3071
MEM 149.753906 1542483220.4074
MEM 149.753906 1542483220.5077
MEM 149.753906 1542483220.6080
MEM 149.753906 1542483220.7235
MEM 149.753906 1542483220.8238
MEM 149.753906 1542483220.9242
MEM 149.753906 1542483221.0245
MEM 149.753906 1542483221.1248
MEM 149.753906 1542483221.2251
MEM 149.753906 1542483221.3255
MEM 149.753906 1542483221.4259
MEM 149.753906 1542483221.5262
MEM 143.527344 1542483221.6479
MEM 143.539062 1542483221.7616
MEM 143.542969 1542483221.8646
MEM 143.542969 1542483221.9777
MEM 143.542969 1542483222.0957
MEM 143.542969 1542483222.1961
MEM 143.542969 1542483222.2964
MEM 146.328125 1542483222.3967
MEM 146.332031 1542483222.4971
MEM 146.332031 1542483222.5974
MEM 146.332031 1542483222.6978
MEM 144.136719 1542483222.7981
MEM 100.503906 1542483222.8984
MEM 13.921875 1542483222.9986
